OBJECTID,X,Y,hospital_pk,collection_week,state,ccn,hospital_name,address,city,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,a_adult_hospbeds_7d_avg,a_adult_hospinpbeds_7d_avg,inpatient_beds_used_7_day_avg,a_adult_hospinpbed_occ_7d_avg,adults_hospconfsusp_7d_avg,adults_hospconf_7d_avg,pediatric_hospconfsusp_7d_avg,pediatric_hospconf_7d_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,t_staff_adult_icubeds_7d_avg,icu_beds_used_7_day_avg,staff_adult_icubed_occ_7d_avg,staff_icuadultconfsusp_7d_avg,staff_icuadultconf_7_avg,patients_hospconf_flu_7d_avg,icu_patients_conf_flu_7d_avg,hospconf_flucovid_7d_avg,total_beds_7_day_sum,a_adult_hospbeds_7d_sum,a_adult_hospinpbeds_7d_sum,inpatient_beds_used_7_day_sum,a_adult_hospinpbed_occ_7d_sum,adults_hospconfsusp_7d_sum,adults_hospconf_7d_sum,pediatric_hospconfsusp_7d_sum,pediatric_hospconf_7d_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,t_staff_adult_icubeds_7d_sum,icu_beds_used_7_day_sum,staff_adult_icubed_occ_7d_sum,staff_icuadultconfsusp_7d_sum,staff_icuadultconf_7d_sum,patients_hospconf_flu_7d_sum,icu_patients_conf_flu_7d_sum,hospconf_flucovid_7d_sum,total_beds_7_day_coverage,a_adult_hospbeds_7d_cov,a_adult_hospinpbeds_7d_cov,inpatient_beds_used_7d_cov,a_adult_hospinpbed_occ_7d_cov,adults_hospconfsusp_7d_cov,adults_hospconf_7d_cov,pediatric_hospconfsusp_7d_cov,pediatric_hospconf_7d_cov,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,t_staff_adult_icubeds_7d_cov,icu_beds_used_7_day_coverage,staff_adult_icubed_occ_7d_cov,staff_icuadultconfsusp_7d_cov,staff_icuadultconf_7_cov,patients_hospconf_flu_7d_cov,icu_patients_conf_flu_7d_cov,hospconf_flucovid_7d_cov,prevadmit_adult_conf_7d_sum,prevadmit_1819_conf_7d_sum,prevadmit_2029_conf_7d_sum,prevadmit_3039_conf_7d_sum,prevadmit_4049_conf_7d_sum,prevadmit_5059_conf_7d_sum,prevadmit_6069_conf_7d_sum,prevadmit_7079_conf_7d_sum,prevadmit_80p_conf_7d_sum,prevadmit_conf_unk_7d_sum,prevadmit_pedi_conf_7d_sum,prevday_covidED_visits_7d_sum,prevadmit_adult_susp_7d_sum,prevadmit_1819_susp_7d_sum,prevadmit_2029_susp_7d_sum,prevadmit_3039_susp_7d_sum,prevadmit_4049_susp_7d_sum,prevadmit_5059_susp_7d_sum,prevadmit_6069_susp_7d_sum,prevadmit_7079_susp_7d_sum,prevadmit_80p_susp_7d_sum,prevadmit_susp_unk_7d_sum,prevadmit_pedi_susp_7d_sum,prevday_totED_visits_7d_sum,prevadmit_flu_conf_7d_sum,zip_code,last_updated
44,-87.0555235385223,32.4303888028627,010118,2022/02/04 00:00:00+00,AL,10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,Short Term,1047,True,130,120,102,54.1,51.9,12.1,12.1,0,0,112,10,10,8.3,8.3,4,4,0,0,0,910,840,703,379,363,85,85,0,0,784,70,70,58,58,28,28,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,349,0,36701,2022/02/14 20:08:00+00
45,-87.4796578974831,31.0169995580879,010169,2022/02/04 00:00:00+00,AL,10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,Short Term,1053,True,52,52,46,21,21,5.9,5.9,0,0,46,6,6,-999999,-999999,-999999,-999999,0,0,0,364,364,322,147,147,41,41,0,0,322,42,42,11,11,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,-999999,-999999,-999999,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,141,0,36502,2022/02/14 20:08:00+00
46,-87.8238176153043,33.7076831630523,010045,2022/02/04 00:00:00+00,AL,10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,Short Term,1057,False,33,33,26,8.1,8.1,-999999,-999999,0,0,26,-999999,-999999,0,0,0,0,0,0,0,231,231,161,57,57,14,14,0,0,182,14,14,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,-999999,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,167,0,35555,2022/02/14 20:08:00+00
47,-86.0040626285012,34.0034038090993,010046,2022/02/04 00:00:00+00,AL,10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,Short Term,1055,True,198,198,182,125,125,43.7,43.7,0,0,182,24,24,23,23,7.1,7.1,0,0,0,1386,1386,1106,875,875,306,306,0,0,1274,168,168,161,161,50,50,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,0,-999999,0,-999999,8,8,9,4,0,0,47,10,0,0,0,0,-999999,-999999,-999999,-999999,0,0,372,0,35901,2022/02/14 20:08:00+00
48,-87.890062803024,32.8423408975403,010051,2022/02/04 00:00:00+00,AL,10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,Short Term,1063,True,16,16,10,4.4,4.4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,112,112,70,31,31,0,0,0,0,70,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35462,2022/02/14 20:08:00+00
49,-88.147092905572,34.4575348346735,011302,2022/02/04 00:00:00+00,AL,11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,Critical Access Hospitals,1059,False,37,37,33,11.7,11.7,-999999,-999999,0,0,33,0,0,0,0,0,0,0,0,0,259,259,154,82,82,17,17,0,0,231,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0,0,0,0,5,5,0,6,0,0,12,-999999,0,0,0,0,0,-999999,0,-999999,0,0,52,0,35582,2022/02/14 20:08:00+00
50,-87.7176292055057,34.5112252897142,010158,2022/02/04 00:00:00+00,AL,10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,Short Term,1059,False,31,29,22,24.4,24.4,6.6,6.3,0,0,24,6,6,4.7,4.7,-999999,-999999,0,0,0,217,203,329,171,171,46,44,0,0,168,42,42,33,33,20,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,-999999,0,0,4,0,0,42,-999999,0,0,0,0,0,-999999,-999999,0,0,0,153,0,35653,2022/02/14 20:08:00+00
51,-85.8911252235487,31.0480471332783,010062,2022/02/04 00:00:00+00,AL,10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,Short Term,1061,True,67,67,57,32.3,32.3,4,4,0,0,57,6,6,-999999,-999999,-999999,-999999,-999999,0,0,469,469,360,226,226,28,28,0,0,399,42,42,14,14,9,9,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,-999999,-999999,-999999,0,0,60,0,0,0,0,0,0,0,0,0,0,0,158,-999999,36340,2022/02/14 20:08:00+00
52,-87.5869249261855,32.6947881230791,010095,2022/02/04 00:00:00+00,AL,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,Short Term,1065,True,27,27,21,7.1,7.1,-999999,-999999,0,0,21,0,0,0,0,0,0,0,0,0,189,189,147,50,50,20,20,0,0,147,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,-999999,-999999,-999999,0,0,7,0,0,0,0,0,0,0,0,0,0,0,161,0,36744,2022/02/14 20:08:00+00
53,-85.45711497099,31.2381039798437,010055,2022/02/04 00:00:00+00,AL,10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,Short Term,1069,True,240.3,230.3,207.3,210,205.6,61.6,61.6,0,0,217.3,40.3,30.3,39.3,34.9,14.9,14.9,-999999,0,0,1682,1612,1491,1470,1439,431,431,0,0,1521,282,212,275,244,104,104,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,48,0,-999999,0,-999999,7,8,18,9,0,0,187,0,0,0,0,0,0,0,0,0,0,0,719,0,36305,2022/02/14 20:08:00+00
54,-85.3614325287576,31.2155295448451,010001,2022/02/04 00:00:00+00,AL,10001,SOUTHEAST HEALTH MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,Short Term,1069,True,421.6,399.6,371.6,358.7,350.3,90.6,90.4,-999999,-999999,393.6,57.7,43.7,56.9,51,14,14,-999999,0,0,2951,2797,2577,2511,2452,634,633,7,4,2755,404,306,398,357,98,98,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,82,-999999,6,4,5,12,22,22,10,0,-999999,80,0,0,0,0,0,0,0,0,0,0,0,848,0,36301,2022/02/14 20:08:00+00
55,-86.0467078711376,34.6617408247316,010061,2022/02/04 00:00:00+00,AL,10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,Short Term,1071,True,87.6,87.6,73.6,47.4,47.4,13.1,13.1,0,0,73.6,6.6,6.6,6.6,6.6,-999999,-999999,-999999,0,0,613,613,637,332,332,92,92,0,0,515,46,46,46,46,21,21,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,0,-999999,-999999,-999999,5,0,0,0,45,-999999,0,0,0,0,-999999,-999999,0,0,0,0,275,-999999,35768,2022/02/14 20:08:00+00
56,-86.8049753768393,33.5034472558199,013300,2022/02/04 00:00:00+00,AL,13300,CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,Childrens Hospitals,1073,True,353,150,130,328.1,129.3,0,0,30,29.7,333,58,0,57.4,0,0,0,0,0,0,2471,1050,1162,2297,905,0,0,210,208,2331,406,0,402,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,48,323,0,0,0,0,0,0,0,0,0,0,82,1137,0,35233,2022/02/14 20:08:00+00
57,-85.3614325287576,31.2155295448451,012010,2022/02/04 00:00:00+00,AL,12010,NOLAND HOSPITAL DOTHAN II LLC,1108 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,Long Term,1069,True,32.1,32.1,32.1,20.9,20.9,0,0,0,0,32.1,0,0,0,0,0,0,0,0,0,225,225,224,146,146,0,0,0,0,225,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36302,2022/02/14 20:08:00+00
58,-86.8018544364428,33.5061751557406,010033,2022/02/04 00:00:00+00,AL,10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,Short Term,1073,True,1379.3,1325.3,1223.3,1183.1,1139,202.4,163.3,-999999,0,1277.3,301,247,281.6,237.4,55.1,49.3,0,0,0,9655,9277,8248,8282,7973,1417,1143,19,0,8941,2107,1729,1971,1662,386,345,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,126,0,-999999,7,7,14,24,25,48,0,0,949,20,0,0,-999999,-999999,-999999,5,4,6,0,0,2283,0,35233,2022/02/14 20:08:00+00
59,-86.8460944792471,33.4990457508242,010103,2022/02/04 00:00:00+00,AL,10103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,Short Term,1073,True,307.9,295.9,265.9,181.1,176.1,48.7,48.7,0,0,277.9,55.6,43.6,45.1,40.1,17.1,17,0,0,0,2155,2071,1904,1268,1233,341,341,0,0,1945,389,305,316,281,120,119,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,31,0,-999999,-999999,4,-999999,5,7,9,-999999,0,183,59,0,-999999,6,9,7,15,15,6,0,0,485,0,35211,2022/02/14 20:08:00+00
60,-86.716775040476,33.4332919835268,010104,2022/02/04 00:00:00+00,AL,10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,Short Term,1073,True,413.4,391.4,369.4,359.1,345.7,56.7,56.7,0,0,391.4,91.6,69.6,80.6,67.1,23.7,23.7,0,0,0,2894,2740,3199,2514,2420,397,397,0,0,2740,641,487,564,470,166,166,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,59,-999999,-999999,5,7,7,9,15,12,0,0,274,0,0,0,0,0,0,0,0,0,0,0,711,0,35243,2022/02/14 20:08:00+00
61,-86.7765033090378,33.4630917447914,010139,2022/02/04 00:00:00+00,AL,10139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,Short Term,1073,True,347.6,304.6,264.6,212,197.6,19.6,19.6,-999999,0,307.6,70.6,27.6,40.4,26,5.7,5.7,0,0,0,2433,2132,2263,1484,1383,137,137,8,0,2153,494,193,283,182,40,40,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,0,0,-999999,4,-999999,6,-999999,-999999,0,0,114,0,0,0,0,0,0,0,0,0,0,-999999,610,0,35209,2022/02/14 20:08:00+00
62,-86.6648102582738,33.5964186133801,010011,2022/02/04 00:00:00+00,AL,10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,Short Term,1073,True,332.1,332.1,302.1,267.4,267.4,54.1,54.1,0,0,302.1,54,54,53,53,15.6,15.6,0,0,-999999,2325,2325,2271,1872,1872,379,379,0,0,2115,378,378,371,371,109,109,0,0,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,43,-999999,-999999,-999999,6,6,13,8,5,0,0,196,0,0,0,0,0,0,0,0,0,0,0,650,0,35235,2022/02/14 20:08:00+00
63,-86.9917439309167,33.3729691319475,010114,2022/02/04 00:00:00+00,AL,10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,Short Term,1073,True,164,164,164,121.4,121.4,18.1,18.1,0,0,164,21,21,20.6,20.6,5.9,5.6,0,0,0,1148,1148,1078,850,850,127,127,0,0,1148,147,147,144,144,41,39,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,0,-999999,-999999,-999999,9,5,6,0,0,159,-999999,0,0,0,0,-999999,0,0,0,0,0,1155,0,35021,2022/02/14 20:08:00+00
64,-87.6505848825416,34.8035184666761,010006,2022/02/04 00:00:00+00,AL,10006,NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,FLORENCE,Short Term,1077,True,268,256,216,205.9,196,48.4,48.4,0,0,228,40,40,30.4,30.4,11.6,11.6,0,0,0,1876,1792,2289,1441,1372,339,339,0,0,1596,280,280,213,213,81,81,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,13,0,0,0,-999999,0,-999999,5,4,0,0,50,24,0,0,0,-999999,-999999,9,-999999,6,0,0,686,0,35630,2022/02/14 20:08:00+00
65,-87.2859818071947,34.4829112129469,010059,2022/02/04 00:00:00+00,AL,10059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,Short Term,1079,True,39,37,30,5.4,5.4,-999999,-999999,0,0,32,-999999,-999999,0,0,0,0,0,0,0,273,259,175,38,38,10,10,0,0,224,21,21,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,-999999,0,-999999,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,93,0,35650,2022/02/14 20:08:00+00
66,-86.7888464158349,33.5080739406441,010056,2022/02/04 00:00:00+00,AL,10056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,Short Term,1073,True,500.4,470.4,442.4,385.4,362.9,47,46,-999999,0,472.4,81,51,73.1,50.6,17.1,17,0,0,0,3503,3293,3059,2698,2540,329,322,-999999,0,3307,567,357,512,354,120,119,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,46,0,0,-999999,-999999,6,16,16,-999999,0,0,196,-999999,0,0,0,0,0,-999999,0,0,0,-999999,578,0,35205,2022/02/14 20:08:00+00
67,-86.7765033090378,33.4630917447914,012008,2022/02/04 00:00:00+00,AL,12008,SELECT SPECIALTY HOSPITAL - BIRMINGHAM,2010 BROOKWOOD MEDICAL CENTER DRIVE 3RD FLOOR,BIRMINGHAM,Long Term,1073,True,38,38,38,29.7,29.7,0,0,0,0,38,0,0,0,0,0,0,0,0,0,114,266,266,208,208,0,0,0,0,266,0,0,0,0,0,0,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35209,2022/02/14 20:08:00+00
68,-86.978626198591,34.8036041133124,010079,2022/02/04 00:00:00+00,AL,10079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,Short Term,1083,True,125,125,108,75,75,23.7,23.7,0,0,108,10,10,9.7,9.7,5.4,5.4,-999999,0,0,875,875,630,525,525,166,166,0,0,756,70,70,68,68,38,38,-999999,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,0,0,0,-999999,-999999,-999999,7,5,0,0,144,0,0,0,0,0,0,0,0,0,0,0,430,-999999,35611,2022/02/14 20:08:00+00
69,-85.4044520600717,32.6380874601376,010029,2022/02/04 00:00:00+00,AL,10029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,Short Term,1081,True,304,283,255,256.6,250.9,59.6,59.6,-999999,-999999,276,39,28,28.9,26,12.1,12.1,0,0,0,2128,1981,2040,1796,1756,417,417,-999999,-999999,1932,273,196,202,182,85,85,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,31,0,0,-999999,-999999,9,-999999,8,8,0,-999999,157,0,0,0,0,0,0,0,0,0,0,0,704,0,36801,2022/02/14 20:08:00+00
70,-86.5812044621357,34.7212197281053,010039,2022/02/04 00:00:00+00,AL,10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,Short Term,1089,True,1148,1044,952,995.4,920.9,266.9,225,12.1,8.1,1056,179,103,163.4,98.7,48.9,42.4,-999999,0,0,8036,7308,7126,6968,6446,1868,1575,85,57,7392,1253,721,1144,691,342,297,17,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,199,-999999,10,19,19,30,40,40,38,0,12,825,253,-999999,15,34,29,32,49,49,43,0,28,2891,0,35801,2022/02/14 20:08:00+00
71,-86.978626198591,34.8036041133124,012014,2022/02/04 00:00:00+00,AL,12014,NORTH ALABAMA SPECIALTY HOSPITAL,700 WEST MARKET STREET 2ND FLOOR,ATHENS,Long Term,1083,True,20,20,20,16.3,16.3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,120,120,102,98,98,0,0,0,0,120,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35611,2022/02/14 20:08:00+00
72,-87.8370533640668,32.5036473909878,010112,2022/02/04 00:00:00+00,AL,10112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,Short Term,1091,False,66.7,66.7,57.7,46.3,46.3,14.7,14.7,0,0,57.7,8,8,7.9,7.9,-999999,-999999,0,0,0,467,467,406,324,324,103,103,0,0,404,56,56,55,55,24,24,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,0,-999999,0,0,6,-999999,-999999,0,0,32,0,0,0,0,0,0,0,0,0,0,0,160,0,36732,2022/02/14 20:08:00+00
73,-86.572552577859,34.692961734111,010131,2022/02/04 00:00:00+00,AL,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,Short Term,1089,True,241,229,201,114.7,109,29.7,29.6,0,0,213,26,16,21.3,15.6,6.4,6.4,0,0,0,1687,1603,1407,803,763,208,207,0,0,1491,182,112,149,109,45,45,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,25,0,-999999,0,-999999,-999999,-999999,9,8,0,0,200,0,0,0,0,0,0,0,0,0,0,0,614,0,35801,2022/02/14 20:08:00+00
74,-87.9898831192358,34.126818866528,010044,2022/02/04 00:00:00+00,AL,10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,Short Term,1093,False,24,24,19,10.1,10.1,-999999,-999999,0,0,19,0,0,0,0,0,0,0,0,0,168,168,140,71,71,6,6,0,0,133,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,37,-999999,0,0,0,0,0,-999999,0,0,0,0,133,0,35570,2022/02/14 20:08:00+00
75,-88.0800719783081,30.6960066550858,012006,2022/02/04 00:00:00+00,AL,12006,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,Long Term,1097,True,22,22,22,21.1,21.1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,154,154,217,148,148,0,0,0,0,154,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36607,2022/02/14 20:08:00+00
76,-87.8249762988764,33.9295550500648,010086,2022/02/04 00:00:00+00,AL,10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,Short Term,1093,False,55,55,48,25.9,25.9,6,6,0,0,48,4,4,-999999,-999999,-999999,-999999,0,0,0,385,385,322,181,181,42,42,0,0,336,28,28,25,25,12,12,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0,0,0,-999999,0,4,0,-999999,0,0,36,0,0,0,0,0,0,0,0,0,0,0,189,0,35594,2022/02/14 20:08:00+00
77,-88.0800719783081,30.6960066550858,010113,2022/02/04 00:00:00+00,AL,10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,Short Term,1097,True,552,544,508,490.1,488.1,114.3,114.3,0,0,516,70,70,64.1,64.1,17.6,17.6,0,0,0,3864,3808,3556,3431,3417,800,800,0,0,3612,490,490,449,449,123,123,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,0,-999999,-999999,5,5,12,15,12,0,0,275,0,0,0,0,0,0,0,0,0,0,0,1124,0,36607,2022/02/14 20:08:00+00
78,-86.6648102582738,33.5964186133801,012009,2022/02/04 00:00:00+00,AL,12009,NOLAND HOSPITAL BIRMINGHAM II LLC,50 MEDICAL PARK EAST DRIVE 8TH FLOOR,BIRMINGHAM,Long Term,1073,True,34,34,34,25.7,25.7,-999999,-999999,0,0,34,0,0,0,0,0,0,0,0,0,238,238,168,180,180,7,7,0,0,238,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35235,2022/02/14 20:08:00+00
79,-88.0782831963515,30.6963948210223,013301,2022/02/04 00:00:00+00,AL,13301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,Childrens Hospitals,1097,True,264,56,42,152.9,18,-999999,-999999,4.6,4.4,250,102,-999999,80,-999999,0,0,-999999,0,0,1848,392,637,1070,126,9,9,32,31,1750,714,14,560,7,0,0,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,-999999,-999999,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,-999999,524,0,36604,2022/02/14 20:08:00+00
80,-86.1594568220221,34.2214431493991,010005,2022/02/04 00:00:00+00,AL,10005,MARSHALL MEDICAL CENTERS SOUTH CAMPUS,2505 U S HIGHWAY 431 NORTH,BOAZ,Short Term,1095,True,202,199,164,119.1,119.1,40.4,40.4,0,0,167,20,20,16.4,16.4,10.7,10.7,-999999,-999999,-999999,1414,1393,1217,834,834,283,283,0,0,1169,140,140,115,115,75,75,7,-999999,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,0,0,-999999,4,7,8,6,9,0,0,306,0,0,0,0,0,0,0,0,0,0,0,928,0,35957,2022/02/14 20:08:00+00
81,-88.1041496884435,30.7080633640066,010087,2022/02/04 00:00:00+00,AL,10087,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,MOBILE,Short Term,1097,True,283,283,244,230.9,230.9,28,28,0,0,244,42,42,38.1,38.1,11.4,11.4,0,0,0,1981,1981,1372,1616,1616,196,196,0,0,1708,294,294,267,267,80,80,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,39,-999999,4,-999999,7,8,7,6,-999999,0,0,57,0,0,0,0,0,0,0,0,0,0,0,563,0,36617,2022/02/14 20:08:00+00
82,-88.1321824379879,30.6856283083023,010144,2022/02/04 00:00:00+00,AL,10144,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,Short Term,1097,True,285,285,253,236.3,236.3,44.1,44.1,0,0,253,15,15,19,19,10.3,10.3,0,0,0,1995,1995,1937,1654,1654,309,309,0,0,1771,105,105,133,133,72,72,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,-999999,4,-999999,4,-999999,8,4,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,592,0,36608,2022/02/14 20:08:00+00
83,-88.1992611399964,30.6820534219303,010090,2022/02/04 00:00:00+00,AL,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,Short Term,1097,True,313,297,267,215.1,215.1,64.4,64.4,0,0,283,44,44,36.9,36.9,15.7,15.7,0,0,0,2191,2079,1876,1506,1506,451,451,0,0,1981,308,308,258,258,110,110,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,-999999,-999999,-999999,-999999,5,10,9,8,0,0,156,0,0,0,0,0,0,0,0,0,0,0,729,0,36608,2022/02/14 20:08:00+00
